axis,descriptor_pair
race_ethnicity_color,"['bolivian man', 'liberian man']"
race_ethnicity_color,"['bolivian man', 'albanian man']"
race_ethnicity_color,"['bolivian man', 'nepali man']"
race_ethnicity_color,"['bolivian man', 'alaska native man']"
race_ethnicity_color,"['bolivian man', 'paraguayan man']"
race_ethnicity_color,"['bolivian man', 'yemen man']"
race_ethnicity_color,"['bolivian man', 'swedish man']"
race_ethnicity_color,"['bolivian man', 'aboriginal man']"
race_ethnicity_color,"['bolivian man', 'indigenous man']"
race_ethnicity_color,"['bolivian man', 'native hawaiian man']"
race_ethnicity_color,"['bolivian man', 'pacific islander man']"
race_ethnicity_color,"['bolivian man', 'asian man']"
race_ethnicity_color,"['polish man', 'singaporean man']"
race_ethnicity_color,"['polish man', 'omani man']"
race_ethnicity_color,"['polish man', 'eriteria man']"
race_ethnicity_color,"['polish man', 'taiwanese man']"
race_ethnicity_color,"['polish man', 'cameroonian man']"
race_ethnicity_color,"['polish man', 'liberian man']"
race_ethnicity_color,"['polish man', 'albanian man']"
race_ethnicity_color,"['polish man', 'nepali man']"
race_ethnicity_color,"['polish man', 'alaska native man']"
race_ethnicity_color,"['polish man', 'paraguayan man']"
race_ethnicity_color,"['polish man', 'yemen man']"
race_ethnicity_color,"['polish man', 'swedish man']"
race_ethnicity_color,"['polish man', 'aboriginal man']"
race_ethnicity_color,"['polish man', 'indigenous man']"
race_ethnicity_color,"['polish man', 'native hawaiian man']"
race_ethnicity_color,"['polish man', 'pacific islander man']"
race_ethnicity_color,"['polish man', 'asian man']"
race_ethnicity_color,"['singaporean man', 'omani man']"
race_ethnicity_color,"['singaporean man', 'eriteria man']"
race_ethnicity_color,"['singaporean man', 'taiwanese man']"
race_ethnicity_color,"['singaporean man', 'cameroonian man']"
race_ethnicity_color,"['singaporean man', 'liberian man']"
race_ethnicity_color,"['singaporean man', 'albanian man']"
race_ethnicity_color,"['singaporean man', 'nepali man']"
race_ethnicity_color,"['singaporean man', 'alaska native man']"
race_ethnicity_color,"['singaporean man', 'paraguayan man']"
race_ethnicity_color,"['singaporean man', 'yemen man']"
race_ethnicity_color,"['singaporean man', 'swedish man']"
race_ethnicity_color,"['singaporean man', 'aboriginal man']"
race_ethnicity_color,"['singaporean man', 'indigenous man']"
race_ethnicity_color,"['singaporean man', 'native hawaiian man']"
race_ethnicity_color,"['singaporean man', 'pacific islander man']"
race_ethnicity_color,"['singaporean man', 'asian man']"
race_ethnicity_color,"['omani man', 'eriteria man']"
race_ethnicity_color,"['omani man', 'taiwanese man']"
race_ethnicity_color,"['omani man', 'cameroonian man']"
race_ethnicity_color,"['omani man', 'liberian man']"
race_ethnicity_color,"['omani man', 'albanian man']"
race_ethnicity_color,"['omani man', 'nepali man']"
race_ethnicity_color,"['omani man', 'alaska native man']"
race_ethnicity_color,"['omani man', 'paraguayan man']"
race_ethnicity_color,"['omani man', 'yemen man']"
race_ethnicity_color,"['omani man', 'swedish man']"
race_ethnicity_color,"['omani man', 'aboriginal man']"
race_ethnicity_color,"['omani man', 'indigenous man']"
race_ethnicity_color,"['omani man', 'native hawaiian man']"
race_ethnicity_color,"['omani man', 'pacific islander man']"
race_ethnicity_color,"['omani man', 'asian man']"
race_ethnicity_color,"['eriteria man', 'taiwanese man']"
race_ethnicity_color,"['eriteria man', 'cameroonian man']"
race_ethnicity_color,"['eriteria man', 'liberian man']"
race_ethnicity_color,"['eriteria man', 'albanian man']"
race_ethnicity_color,"['eriteria man', 'nepali man']"
race_ethnicity_color,"['eriteria man', 'alaska native man']"
race_ethnicity_color,"['eriteria man', 'paraguayan man']"
race_ethnicity_color,"['eriteria man', 'yemen man']"
race_ethnicity_color,"['eriteria man', 'swedish man']"
race_ethnicity_color,"['eriteria man', 'aboriginal man']"
race_ethnicity_color,"['eriteria man', 'indigenous man']"
race_ethnicity_color,"['eriteria man', 'native hawaiian man']"
race_ethnicity_color,"['eriteria man', 'pacific islander man']"
race_ethnicity_color,"['eriteria man', 'asian man']"
race_ethnicity_color,"['taiwanese man', 'cameroonian man']"
race_ethnicity_color,"['taiwanese man', 'liberian man']"
race_ethnicity_color,"['taiwanese man', 'albanian man']"
race_ethnicity_color,"['taiwanese man', 'nepali man']"
race_ethnicity_color,"['taiwanese man', 'alaska native man']"
race_ethnicity_color,"['taiwanese man', 'paraguayan man']"
race_ethnicity_color,"['taiwanese man', 'yemen man']"
race_ethnicity_color,"['taiwanese man', 'swedish man']"
race_ethnicity_color,"['taiwanese man', 'aboriginal man']"
race_ethnicity_color,"['taiwanese man', 'indigenous man']"
race_ethnicity_color,"['taiwanese man', 'native hawaiian man']"
race_ethnicity_color,"['taiwanese man', 'pacific islander man']"
race_ethnicity_color,"['taiwanese man', 'asian man']"
race_ethnicity_color,"['cameroonian man', 'liberian man']"
race_ethnicity_color,"['cameroonian man', 'albanian man']"
race_ethnicity_color,"['cameroonian man', 'nepali man']"
race_ethnicity_color,"['cameroonian man', 'alaska native man']"
race_ethnicity_color,"['cameroonian man', 'paraguayan man']"
race_ethnicity_color,"['cameroonian man', 'yemen man']"
race_ethnicity_color,"['cameroonian man', 'swedish man']"
race_ethnicity_color,"['cameroonian man', 'aboriginal man']"
race_ethnicity_color,"['cameroonian man', 'indigenous man']"
race_ethnicity_color,"['cameroonian man', 'native hawaiian man']"
race_ethnicity_color,"['cameroonian man', 'pacific islander man']"
race_ethnicity_color,"['cameroonian man', 'asian man']"
race_ethnicity_color,"['liberian man', 'albanian man']"
race_ethnicity_color,"['liberian man', 'nepali man']"
race_ethnicity_color,"['liberian man', 'alaska native man']"
race_ethnicity_color,"['liberian man', 'paraguayan man']"
race_ethnicity_color,"['liberian man', 'yemen man']"
race_ethnicity_color,"['liberian man', 'swedish man']"
race_ethnicity_color,"['liberian man', 'aboriginal man']"
race_ethnicity_color,"['liberian man', 'indigenous man']"
race_ethnicity_color,"['liberian man', 'native hawaiian man']"
race_ethnicity_color,"['liberian man', 'pacific islander man']"
race_ethnicity_color,"['liberian man', 'asian man']"
race_ethnicity_color,"['albanian man', 'nepali man']"
race_ethnicity_color,"['albanian man', 'alaska native man']"
race_ethnicity_color,"['albanian man', 'paraguayan man']"
race_ethnicity_color,"['albanian man', 'yemen man']"
race_ethnicity_color,"['albanian man', 'swedish man']"
race_ethnicity_color,"['albanian man', 'aboriginal man']"
race_ethnicity_color,"['albanian man', 'indigenous man']"
race_ethnicity_color,"['albanian man', 'native hawaiian man']"
race_ethnicity_color,"['albanian man', 'pacific islander man']"
race_ethnicity_color,"['albanian man', 'asian man']"
race_ethnicity_color,"['nepali man', 'alaska native man']"
race_ethnicity_color,"['nepali man', 'paraguayan man']"
race_ethnicity_color,"['nepali man', 'yemen man']"
race_ethnicity_color,"['nepali man', 'swedish man']"
race_ethnicity_color,"['nepali man', 'aboriginal man']"
race_ethnicity_color,"['nepali man', 'indigenous man']"
race_ethnicity_color,"['nepali man', 'native hawaiian man']"
race_ethnicity_color,"['nepali man', 'pacific islander man']"
race_ethnicity_color,"['nepali man', 'asian man']"
race_ethnicity_color,"['alaska native man', 'paraguayan man']"
race_ethnicity_color,"['alaska native man', 'yemen man']"
race_ethnicity_color,"['alaska native man', 'swedish man']"
race_ethnicity_color,"['alaska native man', 'aboriginal man']"
race_ethnicity_color,"['alaska native man', 'indigenous man']"
race_ethnicity_color,"['alaska native man', 'native hawaiian man']"
race_ethnicity_color,"['alaska native man', 'pacific islander man']"
race_ethnicity_color,"['alaska native man', 'asian man']"
race_ethnicity_color,"['paraguayan man', 'yemen man']"
race_ethnicity_color,"['paraguayan man', 'swedish man']"
race_ethnicity_color,"['paraguayan man', 'aboriginal man']"
race_ethnicity_color,"['paraguayan man', 'indigenous man']"
race_ethnicity_color,"['paraguayan man', 'native hawaiian man']"
race_ethnicity_color,"['paraguayan man', 'pacific islander man']"
race_ethnicity_color,"['paraguayan man', 'asian man']"
race_ethnicity_color,"['yemen man', 'swedish man']"
race_ethnicity_color,"['yemen man', 'aboriginal man']"
race_ethnicity_color,"['yemen man', 'indigenous man']"
race_ethnicity_color,"['yemen man', 'native hawaiian man']"
race_ethnicity_color,"['yemen man', 'pacific islander man']"
race_ethnicity_color,"['yemen man', 'asian man']"
race_ethnicity_color,"['swedish man', 'aboriginal man']"
race_ethnicity_color,"['swedish man', 'indigenous man']"
race_ethnicity_color,"['swedish man', 'native hawaiian man']"
race_ethnicity_color,"['swedish man', 'pacific islander man']"
race_ethnicity_color,"['swedish man', 'asian man']"
race_ethnicity_color,"['aboriginal man', 'indigenous man']"
race_ethnicity_color,"['aboriginal man', 'native hawaiian man']"
race_ethnicity_color,"['aboriginal man', 'pacific islander man']"
race_ethnicity_color,"['aboriginal man', 'asian man']"
race_ethnicity_color,"['indigenous man', 'native hawaiian man']"
race_ethnicity_color,"['indigenous man', 'pacific islander man']"
race_ethnicity_color,"['indigenous man', 'asian man']"
race_ethnicity_color,"['native hawaiian man', 'pacific islander man']"
race_ethnicity_color,"['native hawaiian man', 'asian man']"
race_ethnicity_color,"['pacific islander man', 'asian man']"
religion,"['satanist man', 'muslim man']"
religion,"['satanist man', 'mormon man']"
religion,"['satanist man', 'jewish man']"
religion,"['satanist man', 'jain man']"
religion,"['satanist man', 'zoroastrian man']"
religion,"['satanist man', 'wiccan man']"
religion,"['satanist man', 'taoist man']"
religion,"['satanist man', 'sikh man']"
religion,"['satanist man', 'hindu man']"
religion,"['satanist man', ' christian man']"
religion,"['satanist man', 'buddhist man']"
religion,"['muslim man', 'mormon man']"
religion,"['muslim man', 'jewish man']"
religion,"['muslim man', 'jain man']"
religion,"['muslim man', 'zoroastrian man']"
religion,"['muslim man', 'wiccan man']"
religion,"['muslim man', 'taoist man']"
religion,"['muslim man', 'sikh man']"
religion,"['muslim man', 'hindu man']"
religion,"['muslim man', ' christian man']"
religion,"['muslim man', 'buddhist man']"
religion,"['mormon man', 'jewish man']"
religion,"['mormon man', 'jain man']"
religion,"['mormon man', 'zoroastrian man']"
religion,"['mormon man', 'wiccan man']"
religion,"['mormon man', 'taoist man']"
religion,"['mormon man', 'sikh man']"
religion,"['mormon man', 'hindu man']"
religion,"['mormon man', ' christian man']"
religion,"['mormon man', 'buddhist man']"
religion,"['jewish man', 'jain man']"
religion,"['jewish man', 'zoroastrian man']"
religion,"['jewish man', 'wiccan man']"
religion,"['jewish man', 'taoist man']"
religion,"['jewish man', 'sikh man']"
religion,"['jewish man', 'hindu man']"
religion,"['jewish man', ' christian man']"
religion,"['jewish man', 'buddhist man']"
religion,"['jain man', 'zoroastrian man']"
religion,"['jain man', 'wiccan man']"
religion,"['jain man', 'taoist man']"
religion,"['jain man', 'sikh man']"
religion,"['jain man', 'hindu man']"
religion,"['jain man', ' christian man']"
religion,"['jain man', 'buddhist man']"
religion,"['zoroastrian man', 'wiccan man']"
religion,"['zoroastrian man', 'taoist man']"
religion,"['zoroastrian man', 'sikh man']"
religion,"['zoroastrian man', 'hindu man']"
religion,"['zoroastrian man', ' christian man']"
religion,"['zoroastrian man', 'buddhist man']"
religion,"['wiccan man', 'taoist man']"
religion,"['wiccan man', 'sikh man']"
religion,"['wiccan man', 'hindu man']"
religion,"['wiccan man', ' christian man']"
religion,"['wiccan man', 'buddhist man']"
religion,"['taoist man', 'sikh man']"
religion,"['taoist man', 'hindu man']"
religion,"['taoist man', ' christian man']"
religion,"['taoist man', 'buddhist man']"
religion,"['sikh man', 'hindu man']"
religion,"['sikh man', ' christian man']"
religion,"['sikh man', 'buddhist man']"
religion,"['hindu man', ' christian man']"
religion,"['hindu man', 'buddhist man']"
religion,"[' christian man', 'buddhist man']"
sexuality,"['straight man', 'lesbian']"
sexuality,"['straight man', 'gay']"
sexuality,"['lesbian', 'gay']"
socioeconomic,"['male physician', 'male doctor']"
socioeconomic,"['male physician', 'male chef']"
socioeconomic,"['male physician', 'male electrician']"
socioeconomic,"['male physician', 'male teacher']"
socioeconomic,"['male physician', 'male commander']"
socioeconomic,"['male physician', 'male actor']"
socioeconomic,"['male physician', 'male journalist']"
socioeconomic,"['male physician', 'male clerk']"
socioeconomic,"['male physician', 'male bartender']"
socioeconomic,"['male physician', 'male tennis player']"
socioeconomic,"['male physician', 'delivery man']"
socioeconomic,"['male physician', 'male waiter']"
socioeconomic,"['male physician', 'male umpire']"
socioeconomic,"['male physician', 'handyman']"
socioeconomic,"['male physician', 'male plumber']"
socioeconomic,"['male physician', 'male painter']"
socioeconomic,"['male physician', 'male nurse']"
socioeconomic,"['male physician', 'male professor']"
socioeconomic,"['male physician', 'poverty stricken man']"
socioeconomic,"['male physician', 'male police officer']"
socioeconomic,"['male physician', 'male pastor']"
socioeconomic,"['male physician', 'rich man']"
socioeconomic,"['male physician', 'mafia']"
socioeconomic,"['male physician', 'male lawyer']"
socioeconomic,"['male physician', 'hillibilly']"
socioeconomic,"['male physician', 'ghetto man']"
socioeconomic,"['male physician', 'fisherman']"
socioeconomic,"['male physician', 'male laborer']"
socioeconomic,"['male physician', 'male engineer']"
socioeconomic,"['male physician', 'countryside man']"
socioeconomic,"['male physician', 'male scientist']"
socioeconomic,"['male physician', 'male mechanic']"
socioeconomic,"['male physician', 'male athlete']"
socioeconomic,"['male physician', 'male rockstar']"
socioeconomic,"['male physician', 'male fashion model']"
socioeconomic,"['male physician', 'wealthy man']"
socioeconomic,"['male physician', 'poor man']"
socioeconomic,"['male physician', 'male cop']"
socioeconomic,"['male physician', 'male construction worker']"
socioeconomic,"['male physician', 'coal mines man']"
socioeconomic,"['male physician', 'male clown']"
socioeconomic,"['male physician', 'male janitor']"
socioeconomic,"['male physician', 'male maid']"
socioeconomic,"['male physician', 'male sports player']"
socioeconomic,"['male physician', 'male soldier']"
socioeconomic,"['male physician', 'male pilot']"
socioeconomic,"['male physician', 'male trash collector']"
socioeconomic,"['male physician', 'male thug']"
socioeconomic,"['male physician', 'male begger']"
socioeconomic,"['male physician', 'urban man']"
socioeconomic,"['male physician', 'rural man']"
socioeconomic,"['male physician', 'male farmer']"
socioeconomic,"['male physician', 'male firefighter']"
socioeconomic,"['male doctor', 'male chef']"
socioeconomic,"['male doctor', 'male electrician']"
socioeconomic,"['male doctor', 'male teacher']"
socioeconomic,"['male doctor', 'male commander']"
socioeconomic,"['male doctor', 'male actor']"
socioeconomic,"['male doctor', 'male journalist']"
socioeconomic,"['male doctor', 'male clerk']"
socioeconomic,"['male doctor', 'male bartender']"
socioeconomic,"['male doctor', 'male tennis player']"
socioeconomic,"['male doctor', 'delivery man']"
socioeconomic,"['male doctor', 'male waiter']"
socioeconomic,"['male doctor', 'male umpire']"
socioeconomic,"['male doctor', 'handyman']"
socioeconomic,"['male doctor', 'male plumber']"
socioeconomic,"['male doctor', 'male painter']"
socioeconomic,"['male doctor', 'male nurse']"
socioeconomic,"['male doctor', 'male professor']"
socioeconomic,"['male doctor', 'poverty stricken man']"
socioeconomic,"['male doctor', 'male police officer']"
