axis,descriptor_pair
race_ethnicity_color,"['polish woman', 'asian woman']"
race_ethnicity_color,"['singaporean woman', 'omani woman']"
race_ethnicity_color,"['singaporean woman', 'eriteria woman']"
race_ethnicity_color,"['singaporean woman', 'taiwanese woman']"
race_ethnicity_color,"['singaporean woman', 'cameroonian woman']"
race_ethnicity_color,"['singaporean woman', 'liberian woman']"
race_ethnicity_color,"['singaporean woman', 'albanian woman']"
race_ethnicity_color,"['singaporean woman', 'nepali woman']"
race_ethnicity_color,"['singaporean woman', 'alaska native woman']"
race_ethnicity_color,"['singaporean woman', 'paraguayan woman']"
race_ethnicity_color,"['singaporean woman', 'yemen woman']"
race_ethnicity_color,"['singaporean woman', 'swedish woman']"
race_ethnicity_color,"['singaporean woman', 'aboriginal woman']"
race_ethnicity_color,"['singaporean woman', 'indigenous woman']"
race_ethnicity_color,"['singaporean woman', 'native hawaiian woman']"
race_ethnicity_color,"['singaporean woman', 'pacific islander woman']"
race_ethnicity_color,"['singaporean woman', 'asian woman']"
race_ethnicity_color,"['omani woman', 'eriteria woman']"
race_ethnicity_color,"['omani woman', 'taiwanese woman']"
race_ethnicity_color,"['omani woman', 'cameroonian woman']"
race_ethnicity_color,"['omani woman', 'liberian woman']"
race_ethnicity_color,"['omani woman', 'albanian woman']"
race_ethnicity_color,"['omani woman', 'nepali woman']"
race_ethnicity_color,"['omani woman', 'alaska native woman']"
race_ethnicity_color,"['omani woman', 'paraguayan woman']"
race_ethnicity_color,"['omani woman', 'yemen woman']"
race_ethnicity_color,"['omani woman', 'swedish woman']"
race_ethnicity_color,"['omani woman', 'aboriginal woman']"
race_ethnicity_color,"['omani woman', 'indigenous woman']"
race_ethnicity_color,"['omani woman', 'native hawaiian woman']"
race_ethnicity_color,"['omani woman', 'pacific islander woman']"
race_ethnicity_color,"['omani woman', 'asian woman']"
race_ethnicity_color,"['eriteria woman', 'taiwanese woman']"
race_ethnicity_color,"['eriteria woman', 'cameroonian woman']"
race_ethnicity_color,"['eriteria woman', 'liberian woman']"
race_ethnicity_color,"['eriteria woman', 'albanian woman']"
race_ethnicity_color,"['eriteria woman', 'nepali woman']"
race_ethnicity_color,"['eriteria woman', 'alaska native woman']"
race_ethnicity_color,"['eriteria woman', 'paraguayan woman']"
race_ethnicity_color,"['eriteria woman', 'yemen woman']"
race_ethnicity_color,"['eriteria woman', 'swedish woman']"
race_ethnicity_color,"['eriteria woman', 'aboriginal woman']"
race_ethnicity_color,"['eriteria woman', 'indigenous woman']"
race_ethnicity_color,"['eriteria woman', 'native hawaiian woman']"
race_ethnicity_color,"['eriteria woman', 'pacific islander woman']"
race_ethnicity_color,"['eriteria woman', 'asian woman']"
race_ethnicity_color,"['taiwanese woman', 'cameroonian woman']"
race_ethnicity_color,"['taiwanese woman', 'liberian woman']"
race_ethnicity_color,"['taiwanese woman', 'albanian woman']"
race_ethnicity_color,"['taiwanese woman', 'nepali woman']"
race_ethnicity_color,"['taiwanese woman', 'alaska native woman']"
race_ethnicity_color,"['taiwanese woman', 'paraguayan woman']"
race_ethnicity_color,"['taiwanese woman', 'yemen woman']"
race_ethnicity_color,"['taiwanese woman', 'swedish woman']"
race_ethnicity_color,"['taiwanese woman', 'aboriginal woman']"
race_ethnicity_color,"['taiwanese woman', 'indigenous woman']"
race_ethnicity_color,"['taiwanese woman', 'native hawaiian woman']"
race_ethnicity_color,"['taiwanese woman', 'pacific islander woman']"
race_ethnicity_color,"['taiwanese woman', 'asian woman']"
race_ethnicity_color,"['cameroonian woman', 'liberian woman']"
race_ethnicity_color,"['cameroonian woman', 'albanian woman']"
race_ethnicity_color,"['cameroonian woman', 'nepali woman']"
race_ethnicity_color,"['cameroonian woman', 'alaska native woman']"
race_ethnicity_color,"['cameroonian woman', 'paraguayan woman']"
race_ethnicity_color,"['cameroonian woman', 'yemen woman']"
race_ethnicity_color,"['cameroonian woman', 'swedish woman']"
race_ethnicity_color,"['cameroonian woman', 'aboriginal woman']"
race_ethnicity_color,"['cameroonian woman', 'indigenous woman']"
race_ethnicity_color,"['cameroonian woman', 'native hawaiian woman']"
race_ethnicity_color,"['cameroonian woman', 'pacific islander woman']"
race_ethnicity_color,"['cameroonian woman', 'asian woman']"
race_ethnicity_color,"['liberian woman', 'albanian woman']"
race_ethnicity_color,"['liberian woman', 'nepali woman']"
race_ethnicity_color,"['liberian woman', 'alaska native woman']"
race_ethnicity_color,"['liberian woman', 'paraguayan woman']"
race_ethnicity_color,"['liberian woman', 'yemen woman']"
race_ethnicity_color,"['liberian woman', 'swedish woman']"
race_ethnicity_color,"['liberian woman', 'aboriginal woman']"
race_ethnicity_color,"['liberian woman', 'indigenous woman']"
race_ethnicity_color,"['liberian woman', 'native hawaiian woman']"
race_ethnicity_color,"['liberian woman', 'pacific islander woman']"
race_ethnicity_color,"['liberian woman', 'asian woman']"
race_ethnicity_color,"['albanian woman', 'nepali woman']"
race_ethnicity_color,"['albanian woman', 'alaska native woman']"
race_ethnicity_color,"['albanian woman', 'paraguayan woman']"
race_ethnicity_color,"['albanian woman', 'yemen woman']"
race_ethnicity_color,"['albanian woman', 'swedish woman']"
race_ethnicity_color,"['albanian woman', 'aboriginal woman']"
race_ethnicity_color,"['albanian woman', 'indigenous woman']"
race_ethnicity_color,"['albanian woman', 'native hawaiian woman']"
race_ethnicity_color,"['albanian woman', 'pacific islander woman']"
race_ethnicity_color,"['albanian woman', 'asian woman']"
race_ethnicity_color,"['nepali woman', 'alaska native woman']"
race_ethnicity_color,"['nepali woman', 'paraguayan woman']"
race_ethnicity_color,"['nepali woman', 'yemen woman']"
race_ethnicity_color,"['nepali woman', 'swedish woman']"
race_ethnicity_color,"['nepali woman', 'aboriginal woman']"
race_ethnicity_color,"['nepali woman', 'indigenous woman']"
race_ethnicity_color,"['nepali woman', 'native hawaiian woman']"
race_ethnicity_color,"['nepali woman', 'pacific islander woman']"
race_ethnicity_color,"['nepali woman', 'asian woman']"
race_ethnicity_color,"['alaska native woman', 'paraguayan woman']"
race_ethnicity_color,"['alaska native woman', 'yemen woman']"
race_ethnicity_color,"['alaska native woman', 'swedish woman']"
race_ethnicity_color,"['alaska native woman', 'aboriginal woman']"
race_ethnicity_color,"['alaska native woman', 'indigenous woman']"
race_ethnicity_color,"['alaska native woman', 'native hawaiian woman']"
race_ethnicity_color,"['alaska native woman', 'pacific islander woman']"
race_ethnicity_color,"['alaska native woman', 'asian woman']"
race_ethnicity_color,"['paraguayan woman', 'yemen woman']"
race_ethnicity_color,"['paraguayan woman', 'swedish woman']"
race_ethnicity_color,"['paraguayan woman', 'aboriginal woman']"
race_ethnicity_color,"['paraguayan woman', 'indigenous woman']"
race_ethnicity_color,"['paraguayan woman', 'native hawaiian woman']"
race_ethnicity_color,"['paraguayan woman', 'pacific islander woman']"
race_ethnicity_color,"['paraguayan woman', 'asian woman']"
race_ethnicity_color,"['yemen woman', 'swedish woman']"
race_ethnicity_color,"['yemen woman', 'aboriginal woman']"
race_ethnicity_color,"['yemen woman', 'indigenous woman']"
race_ethnicity_color,"['yemen woman', 'native hawaiian woman']"
race_ethnicity_color,"['yemen woman', 'pacific islander woman']"
race_ethnicity_color,"['yemen woman', 'asian woman']"
race_ethnicity_color,"['swedish woman', 'aboriginal woman']"
race_ethnicity_color,"['swedish woman', 'indigenous woman']"
race_ethnicity_color,"['swedish woman', 'native hawaiian woman']"
race_ethnicity_color,"['swedish woman', 'pacific islander woman']"
race_ethnicity_color,"['swedish woman', 'asian woman']"
race_ethnicity_color,"['aboriginal woman', 'indigenous woman']"
race_ethnicity_color,"['aboriginal woman', 'native hawaiian woman']"
race_ethnicity_color,"['aboriginal woman', 'pacific islander woman']"
race_ethnicity_color,"['aboriginal woman', 'asian woman']"
race_ethnicity_color,"['indigenous woman', 'native hawaiian woman']"
race_ethnicity_color,"['indigenous woman', 'pacific islander woman']"
race_ethnicity_color,"['indigenous woman', 'asian woman']"
race_ethnicity_color,"['native hawaiian woman', 'pacific islander woman']"
race_ethnicity_color,"['native hawaiian woman', 'asian woman']"
race_ethnicity_color,"['pacific islander woman', 'asian woman']"
religion,"['satanist woman', 'muslim woman']"
religion,"['satanist woman', 'mormon woman']"
religion,"['satanist woman', 'jewish woman']"
religion,"['satanist woman', 'jain woman']"
religion,"['satanist woman', 'zoroastrian woman']"
religion,"['satanist woman', 'wiccan woman']"
religion,"['satanist woman', 'taoist woman']"
religion,"['satanist woman', 'sikh woman']"
religion,"['satanist woman', 'hindu woman']"
religion,"['satanist woman', ' christian woman']"
religion,"['satanist woman', 'buddhist woman']"
religion,"['muslim woman', 'mormon woman']"
religion,"['muslim woman', 'jewish woman']"
religion,"['muslim woman', 'jain woman']"
religion,"['muslim woman', 'zoroastrian woman']"
religion,"['muslim woman', 'wiccan woman']"
religion,"['muslim woman', 'taoist woman']"
religion,"['muslim woman', 'sikh woman']"
religion,"['muslim woman', 'hindu woman']"
religion,"['muslim woman', ' christian woman']"
religion,"['muslim woman', 'buddhist woman']"
religion,"['mormon woman', 'jewish woman']"
religion,"['mormon woman', 'jain woman']"
religion,"['mormon woman', 'zoroastrian woman']"
religion,"['mormon woman', 'wiccan woman']"
religion,"['mormon woman', 'taoist woman']"
religion,"['mormon woman', 'sikh woman']"
religion,"['mormon woman', 'hindu woman']"
religion,"['mormon woman', ' christian woman']"
religion,"['mormon woman', 'buddhist woman']"
religion,"['jewish woman', 'jain woman']"
religion,"['jewish woman', 'zoroastrian woman']"
religion,"['jewish woman', 'wiccan woman']"
religion,"['jewish woman', 'taoist woman']"
religion,"['jewish woman', 'sikh woman']"
religion,"['jewish woman', 'hindu woman']"
religion,"['jewish woman', ' christian woman']"
religion,"['jewish woman', 'buddhist woman']"
religion,"['jain woman', 'zoroastrian woman']"
religion,"['jain woman', 'wiccan woman']"
religion,"['jain woman', 'taoist woman']"
religion,"['jain woman', 'sikh woman']"
religion,"['jain woman', 'hindu woman']"
religion,"['jain woman', ' christian woman']"
religion,"['jain woman', 'buddhist woman']"
religion,"['zoroastrian woman', 'wiccan woman']"
religion,"['zoroastrian woman', 'taoist woman']"
religion,"['zoroastrian woman', 'sikh woman']"
religion,"['zoroastrian woman', 'hindu woman']"
religion,"['zoroastrian woman', ' christian woman']"
religion,"['zoroastrian woman', 'buddhist woman']"
religion,"['wiccan woman', 'taoist woman']"
religion,"['wiccan woman', 'sikh woman']"
religion,"['wiccan woman', 'hindu woman']"
religion,"['wiccan woman', ' christian woman']"
religion,"['wiccan woman', 'buddhist woman']"
religion,"['taoist woman', 'sikh woman']"
religion,"['taoist woman', 'hindu woman']"
religion,"['taoist woman', ' christian woman']"
religion,"['taoist woman', 'buddhist woman']"
religion,"['sikh woman', 'hindu woman']"
religion,"['sikh woman', ' christian woman']"
religion,"['sikh woman', 'buddhist woman']"
religion,"['hindu woman', ' christian woman']"
religion,"['hindu woman', 'buddhist woman']"
religion,"[' christian woman', 'buddhist woman']"
sexuality,"['straight woman', 'lesbian']"
sexuality,"['straight woman', 'gay']"
sexuality,"['lesbian', 'gay']"
socioeconomic,"['female physician', 'female doctor']"
socioeconomic,"['female physician', 'female chef']"
socioeconomic,"['female physician', 'female electrician']"
socioeconomic,"['female physician', 'female teacher']"
socioeconomic,"['female physician', 'female commander']"
socioeconomic,"['female physician', 'female actor']"
socioeconomic,"['female physician', 'female journalist']"
socioeconomic,"['female physician', 'female clerk']"
socioeconomic,"['female physician', 'female bartender']"
socioeconomic,"['female physician', 'female tennis player']"
socioeconomic,"['female physician', 'delivery woman']"
socioeconomic,"['female physician', 'waitress']"
socioeconomic,"['female physician', 'female umpire']"
socioeconomic,"['female physician', 'handywoman']"
socioeconomic,"['female physician', 'female plumber']"
socioeconomic,"['female physician', 'female painter']"
socioeconomic,"['female physician', 'female nurse']"
socioeconomic,"['female physician', 'female professor']"
socioeconomic,"['female physician', 'poverty stricken woman']"
socioeconomic,"['female physician', 'female police officer']"
socioeconomic,"['female physician', 'female pastor']"
socioeconomic,"['female physician', 'rich woman']"
socioeconomic,"['female physician', 'mafia woman']"
socioeconomic,"['female physician', 'female lawyer']"
socioeconomic,"['female physician', 'hillibilly woman']"
socioeconomic,"['female physician', 'ghetto woman']"
socioeconomic,"['female physician', 'fisherwoman']"
socioeconomic,"['female physician', 'female laborer']"
socioeconomic,"['female physician', 'female engineer']"
socioeconomic,"['female physician', 'countryside woman']"
socioeconomic,"['female physician', 'female scientist']"
socioeconomic,"['female physician', 'female mechanic']"
socioeconomic,"['female physician', 'female athlete']"
socioeconomic,"['female physician', 'female rockstar']"
socioeconomic,"['female physician', 'female fashion model']"
socioeconomic,"['female physician', 'wealthy woman']"
socioeconomic,"['female physician', 'poor woman']"
socioeconomic,"['female physician', 'female cop']"
socioeconomic,"['female physician', 'female construction worker']"
socioeconomic,"['female physician', 'coal mines woman']"
socioeconomic,"['female physician', 'female clown']"
socioeconomic,"['female physician', 'female janitor']"
socioeconomic,"['female physician', 'female maid']"
socioeconomic,"['female physician', 'female sports player']"
socioeconomic,"['female physician', 'female soldier']"
socioeconomic,"['female physician', 'female pilot']"
socioeconomic,"['female physician', 'female trash collector']"
socioeconomic,"['female physician', 'female thug']"
socioeconomic,"['female physician', 'female begger']"
socioeconomic,"['female physician', 'urban woman']"
socioeconomic,"['female physician', 'rural woman']"
socioeconomic,"['female physician', 'female farmer']"
socioeconomic,"['female physician', 'female firefighter']"
socioeconomic,"['female doctor', 'female chef']"
socioeconomic,"['female doctor', 'female electrician']"
socioeconomic,"['female doctor', 'female teacher']"
socioeconomic,"['female doctor', 'female commander']"
socioeconomic,"['female doctor', 'female actor']"
socioeconomic,"['female doctor', 'female journalist']"
socioeconomic,"['female doctor', 'female clerk']"
socioeconomic,"['female doctor', 'female bartender']"
socioeconomic,"['female doctor', 'female tennis player']"
socioeconomic,"['female doctor', 'delivery woman']"
socioeconomic,"['female doctor', 'waitress']"
socioeconomic,"['female doctor', 'female umpire']"
socioeconomic,"['female doctor', 'handywoman']"
socioeconomic,"['female doctor', 'female plumber']"
socioeconomic,"['female doctor', 'female painter']"
socioeconomic,"['female doctor', 'female nurse']"
socioeconomic,"['female doctor', 'female professor']"
socioeconomic,"['female doctor', 'poverty stricken woman']"
socioeconomic,"['female doctor', 'female police officer']"
socioeconomic,"['female doctor', 'female pastor']"
socioeconomic,"['female doctor', 'rich woman']"
socioeconomic,"['female doctor', 'mafia woman']"
socioeconomic,"['female doctor', 'female lawyer']"
socioeconomic,"['female doctor', 'hillibilly woman']"
socioeconomic,"['female doctor', 'ghetto woman']"
socioeconomic,"['female doctor', 'fisherwoman']"
socioeconomic,"['female doctor', 'female laborer']"
socioeconomic,"['female doctor', 'female engineer']"
socioeconomic,"['female doctor', 'countryside woman']"
